11	1
12	1
13	2
15	1
16	1
17	1
19	1
22	2
23	2
24	2
25	2
26	1
27	3
29	1
30	3
31	1
32	1
33	2
34	3
35	1
36	2
37	1
38	1
39	1
40	1
42	2
44	3
45	2
46	1
48	2
50	1
52	3
53	1
55	1
57	1
61	1
62	1
64	1
66	3
69	1
77	1
89	1
94	2
100	0
